JsonID,CreationDate,фамилия,имя,отчество,номер,электронная почта,адрес,дата рождения,ссылка на телеграмм,количество покупок за месяц,ИНН,почтовый индекс,количество времени проведенного на сайте,пол,количество отзывов,количество комментариев
0.0,2023.5710868079289,Зыков,,,88809196858.0,vnikitin@example.org,"с. Москва, МГУ, алл. Ясная, д. 8/3 к. 327, 584873",2000-12-03,,,961428616985.0,,17:38:2,f,87.0,86.0
0.0,2024.177603098656,,Николай,,82293499721.0,rostislav1979@example.com,"клх Октябрьское (Хант.), пер. Бажова, д. 73, 958987",1996-09-27,https://t.me/uvlasova,,,,,f,6.0,
0.0,2013.946741854637,Русакова,Савва,,78403299661.0,trofimbaranov@example.org,"ст. Змеиногорск, наб. Подстанция, д. 515 к. 813, 940790",1987-10-16,https://t.me/gorbunovmili,,,,5:49:1,,17.0,28.0
0.0,2010.1270790612896,Фролов,Тарас,,70259467780.0,ustinovaangelina@example.com,"г. Петухово, ул. Шахтерская, д. 804 стр. 361, 229899",1944-04-19,,,29948276161.0,,,,,
0.0,2022.680337206653,,Елизар,,84900935377.0,germanzhdanov@example.com,,1945-04-14,,16.0,,,2:42:58,m,,
0.0,2013.441273638642,Шилов,Екатерина,,76675718775.0,ernstnikiforov@example.net,"с. Ахтубинск, бул. 9 Января, д. 88, 490626",2009-03-14,https://t.me/nmjasnikov,,,,,,40.0,
0.0,2024.4768170426064,Кириллова,Алексей,,87082127085.0,,"п. Ахтубинск, ул. Полевая, д. 26, 462521",1958-12-07,https://t.me/kondrat16,,,,,f,,
0.0,2019.490487582593,Кудряшов,Эраст,,89026210714.0,kabanovaalla@example.org,"с. Зарайск, пр. Добролюбова, д. 8/4 к. 4, 764161",,,49.0,,,8:40:52,,74.0,77.0
0.0,2021.760936431989,,Валерия,,74007795703.0,hohlovegor@example.com,"с. Качканар, наб. Советская, д. 2 стр. 7, 909442",1995-08-18,,,,,18:32:17,f,51.0,
0.0,2013.8238209159265,,,,86677722028.0,,"г. Канск, бул. 8-е Марта, д. 3/4, 281587",1967-09-14,,20.0,,,,,,
0.0,2013.669400774664,,Тимофей,,71814300271.0,,,,,,,,,,,
0.0,2020.2527341079967,,Наталья,,84796195218.0,gpahomov@example.com,"г. Шатки, алл. Гвардейская, д. 140 стр. 3, 980282",1984-04-26,,,,36061.0,11:1:15,m,41.0,
0.0,2018.758202323992,Архипова,Доброслав,,83508973335.0,,,1960-10-20,,,,,19:23:55,,,
0.0,2013.901686033265,Кононова,Мокей,,80865351641.0,wkudrjavtsev@example.org,,2005-09-05,,,,,,,76.0,
0.0,2019.0492139439507,Емельянов,Жанна,Афанасьевич,85864535675.0,evgraf_1977@example.net,"с. Чокурдах, алл. Сосновая, д. 716 стр. 730, 690730",1973-06-18,,18.0,,,18:41:15,m,,
0.0,2010.1380154932783,Агафонов,Вадим,,74320813327.0,gorshkovvlas@example.com,,,,,,,,,76.0,
0.0,2016.791011619959,,Сократ,,70280065192.0,anisimsokolov@example.com,"д. Апрелевка, ул. Раздольная, д. 9/2 к. 6/8, 818083",1948-11-07,https://t.me/kir_86,,607085029083.0,430048.0,20:55:36,,,
0.0,2023.4440077466395,,,,87368463210.0,,"к. Чулым, наб. Моховая, д. 5/6, 114062",1942-08-16,,,194141037450.0,,5:7:23,,,
0.0,2014.588801549328,Осипова,,,76185013998.0,kirillovaaleksandra@example.com,,2010-01-02,,28.0,,,13:26:1,f,41.0,33.0
0.0,2023.172134882661,Ефимов,Андрон,,77637525092.0,lapinanatoli@example.org,"к. Ардон, пер. Лазурный, д. 234 стр. 342, 510418",,,13.0,,,,m,,
0.0,2022.691273638642,Матвеева,Самсон,,84782805552.0,naumovarkadi@example.com,"клх Смирных, наб. Докучаева, д. 7/3, 797501",1977-05-18,,,,,,m,,
0.0,2014.237753474596,Ефремов,,,83572757640.0,demid_79@example.org,,1960-04-24,,,,,5:44:39,,82.0,
0.0,2012.0738209159265,Козлов,Алла,,85566404873.0,tverdislav1979@example.org,"д. Саянск, пер. Ручейный, д. 5/7 стр. 29, 805252",2009-08-14,,,693910823720.0,,,,61.0,
0.0,2019.7076782866257,Белова,,,80185724300.0,,,,https://t.me/selivan_1980,38.0,,,,,12.0,100.0
0.0,2022.4768170426064,Самойлов,Мария,,71463709307.0,efremovavalerija@example.org,"клх Верхнее Пенжино, бул. Полтавский, д. 97, 700266",1994-09-14,,25.0,,,,,,
0.0,2017.422134882661,Третьяков,Иван,,83251411767.0,snoskova@example.com,,,,16.0,,,16:18:7,m,,
0.0,2022.06015037594,Голубева,Федот,,86934165579.0,odintsovroman@example.net,"с. Тымовское, ул. Почтовая, д. 415 к. 9/9, 812871",,https://t.me/wnesterova,15.0,,,,,,
0.0,2020.890749601276,Миронова,Спиридон,,79160360603.0,,"клх Щельяюр, алл. Бригадная, д. 5/9 к. 7, 631024",1993-09-22,https://t.me/hsharapova,20.0,,,10:43:54,,48.0,11.0
0.0,2013.2937457279563,Крюкова,Лукия,,76904620497.0,kulaginaakulina@example.org,"д. Усть-Ишим, алл. Стахановская, д. 40 стр. 2/1, 074212",2002-02-17,,,,,,,,
0.0,2013.71314650262,,Потап,,89445186182.0,sokolovmitofan@example.com,"п. Ставрополь, пер. Магистральный, д. 8/1 стр. 792, 902435",1933-08-02,https://t.me/shestakovzahar,,,,,,80.0,
0.0,2013.5191387559807,,Сидор,Антипович,71447102492.0,taraskovalev@example.org,,,,8.0,,,,,,
0.0,2016.721348826612,Федоров,Ананий,,82134346878.0,,,,,,,,,f,16.0,
0.0,2025.062884483937,,,,70372190994.0,spartak1980@example.com,,1964-12-27,https://t.me/kondrat52,9.0,,,20:14:48,,,
0.0,2025.0765550239237,Сафонова,Корнил,,73500203713.0,pavel1979@example.net,,,,,,,,,,
0.0,2016.2049441786285,Андреев,Родион,,84135546984.0,lponomarev@example.com,"ст. Нарьян-Мар, бул. Волгоградский, д. 8/3 к. 2, 456697",1985-06-13,,,,,,f,,
0.0,2021.487753474596,Фролов,Эрнст,,,david91@example.org,"п. Тамбей, наб. Горького, д. 4/4 к. 3/6, 574558",1964-04-17,,0.0,,679282.0,,m,,
0.0,2010.654420141262,Ситникова,,,76026511141.0,martinpoljakov@example.com,"к. Терскол, пер. Славянский, д. 721 стр. 1/6, 705048",,,,,,,m,57.0,28.0
0.0,2018.8634085213032,Казаков,Капитон,,85309235114.0,ninel2015@example.org,,,https://t.me/artemi61,2.0,356655589344.0,,20:32:55,f,51.0,
0.0,2022.3634085213032,Меркушева,Никон,Викторович,79792381034.0,evse_06@example.com,,1935-05-15,https://t.me/elena2016,,,,,,,
0.0,2015.758202323992,,Феврония,,72890388472.0,,,,,,,,9:24:2,,56.0,
0.0,2020.4822852586008,Фомина,Авксентий,,75142716539.0,nikiforovvitali@example.com,,1930-01-17,,,,124849.0,,m,58.0,
0.0,2021.3579403053088,Орехов,,,75639990344.0,eleonora_66@example.net,"с. Амдерма, бул. Рабочий, д. 345 к. 934, 231516",1949-09-02,https://t.me/fnosova,,,,22:35:55,f,,
0.0,2018.1052061973116,Михеев,,Георгиевна,73108414762.0,smirnovaalina@example.org,"к. Усть-Баргузин, ш. Речное, д. 168 стр. 620, 220952",1945-11-05,https://t.me/karpovasinklitikija,26.0,,,12:45:36,,59.0,
0.0,2024.4494759626336,Виноградова,Александр,,75753706193.0,vatslav31@example.com,"г. Балтийск, ул. Южная, д. 926 к. 4, 886218",1964-10-02,,,,,,,99.0,35.0
0.0,2016.6940077466395,,Вадим,,72779816793.0,anisimovfoma@example.org,,,,2.0,,,,,,77.0
0.0,2010.446741854637,,Денис,,82537947460.0,ernst89@example.net,"с. Городовиковск, пер. Ермака, д. 64, 555132",1991-10-23,,31.0,,,,m,,
0.0,2013.1994759626336,,Радислав,,83083988477.0,rodion15@example.org,"п. Кузнецк, бул. Западный, д. 5 стр. 388, 031913",1998-03-06,https://t.me/bronislav2015,,,,3:1:39,,,
0.0,2011.9071542492595,Потапов,Макар,Анатольевна,72615310298.0,margarita_33@example.com,"г. Соловки, алл. Енисейская, д. 9/1, 452219",1946-04-08,https://t.me/blinovanatoli,,,,,f,,
0.0,2014.941273638642,Абрамов,Наум,,86611413354.0,olimpi2020@example.com,"к. Артем, бул. Хвойный, д. 8, 893177",,,,,,6:18:10,m,,
0.0,2010.2691387559807,Харитонова,Василий,,88851722044.0,sisoevafekla@example.net,"с. Батайск, наб. Сибирская, д. 4 к. 780, 242956",,,2.0,,,,,,
0.0,2016.6434837092727,,Алина,,76407182840.0,lapinsila@example.com,"к. Алапаевск, бул. Кооперативный, д. 2, 951674",,,39.0,,,,,0.0,
0.0,2013.9822852586008,Шилова,Всеслав,,85765000344.0,potapovvalerjan@example.org,"д. Красноярск, наб. Пушкина, д. 7/7, 281151",,https://t.me/azari15,,,,,m,51.0,35.0
0.0,2024.672134882661,Ковалев,Трофим,,87778288604.0,simon1979@example.com,,2006-08-07,,8.0,,,5:58:13,m,1.0,
0.0,2011.2718728639784,Красильников,Станислав,Зиновьевич,74866499990.0,luka1979@example.net,"д. Черский, пер. Вавилова, д. 7/9, 092670",1947-03-25,https://t.me/nbolshakova,,,,18:15:0,m,68.0,
0.0,2015.1352813852811,,,,81813424098.0,,"ст. Буденновск, пер. Семашко, д. 217 стр. 26, 596937",,,,,,,m,97.0,
0.0,2023.8156185919345,Тимофеева,Эмиль,Глебович,88153604461.0,sobolevkornil@example.net,"клх Краснокамск, ш. Краснофлотское, д. 9 стр. 4/1, 543871",1935-07-10,,,144885974942.0,664342.0,,,,
0.0,2017.841535657325,Евсеев,Нинель,,74408795764.0,,"с. Таштагол, ул. Краснознаменная, д. 8/8 к. 591, 567912",1959-04-11,,35.0,162649498969.0,706300.0,20:26:26,,,
0.0,2019.460412394623,Казаков,Сидор,,77419508466.0,kim_35@example.org,"г. Калевала, пер. 9 мая, д. 19, 046930",1936-08-20,,39.0,174322236367.0,,,m,64.0,
0.0,2013.4358054226475,Миронов,Бажен,,72774578987.0,,"п. Баксан, бул. Дарвина, д. 827 к. 1, 677974",1967-10-09,,31.0,,,,,39.0,
0.0,2017.568352699932,Трофимова,Христофор,,78620101053.0,arhipshubin@example.net,"г. Гаврилов-Ям, бул. Студенческий, д. 531, 686029",,,8.0,,,,,100.0,78.0
0.0,2010.7322852586008,Королев,Кир,,,nikola68@example.org,"к. Ачинск, алл. Гагарина, д. 7 стр. 8/5, 885209",1970-10-21,https://t.me/tihonlavrentev,,,,6:45:58,,,
0.0,2022.180337206653,Третьякова,,Руслановна,76494301447.0,seleznevkim@example.com,"д. Кулу, ш. Гастелло, д. 505 стр. 22, 783502",,,,,,17:56:26,f,78.0,
0.0,2012.3238209159265,Никитин,Антонин,Юрьевна,84269646025.0,terenti_56@example.net,"с. Камышин, ш. Байкальское, д. 103, 192337",1940-02-16,,,,,,f,54.0,
0.0,2022.0273410799728,Степанов,Викторин,,,nosovaolga@example.net,,1946-07-20,,,,,,,,51.0
0.0,2013.6079403053088,Мельников,Орест,Гурьевич,81192170604.0,ljubosmisl28@example.com,"клх Малая Вишера, пер. Некрасова, д. 35 стр. 9/6, 986073",1975-01-25,,,,,,m,,
0.0,2016.221348826612,Ширяев,Бажен,,72739994624.0,,"к. Шелехов, наб. Ленинградская, д. 35, 568771",1966-09-08,,,,,8:29:4,,22.0,
0.0,2012.9098883572567,,,,76640498983.0,haritonovantonin@example.org,"к. Камень-на-Оби, пер. Васильковый, д. 2/8, 879119",2005-11-27,https://t.me/evfrosinija07,12.0,,,8:15:21,,38.0,69.0
0.0,2011.301948051948,,Панкратий,,73460212830.0,iosifzikov@example.org,,,,,5669206072.0,,,,68.0,
0.0,2016.648951925268,Громова,Спартак,Арсеньевич,79344888890.0,simon84@example.com,,,,,,,,,,47.0
0.0,2012.5191387559807,Никонов,Варлаам,,75498236239.0,,,1938-12-16,,21.0,,,,,,
0.0,2020.124344953292,Шарова,Глафира,,87724439778.0,,,,,,,,8:3:21,f,79.0,
0.0,2010.838801549328,Сергеева,Флорентин,Иосипович,74509456295.0,kondrati83@example.org,,1988-08-23,,42.0,,,,,,
0.0,2022.121610845295,Некрасова,,,88506488177.0,,"с. Кяхта, пр. Красный, д. 270 к. 9/7, 293258",1995-02-20,,,,188897.0,11:2:6,f,,
0.0,2019.8934837092727,Доронин,Феофан,,79665410675.0,kmuhin@example.com,,1945-02-24,,,,,,,,85.0
0.0,2010.901686033265,Волкова,Кира,Рудольфовна,71864957315.0,ruslan1985@example.com,,1954-01-06,,,,,1:5:58,,,
0.0,2014.151686033265,Воронцов,Людмила,,83687611758.0,,,1990-06-20,,,,,15:4:38,,94.0,
0.0,2017.541011619959,Власова,Агафья,,89792195218.0,,,1994-03-09,https://t.me/ippolit_56,,,,,f,47.0,
0.0,2012.4358054226475,Попов,Дмитрий,Ивановна,87582900934.0,longinfilippov@example.net,"г. Баксан, ул. Полярная, д. 3, 583914",,,12.0,136491433282.0,,,,13.0,
0.0,2023.3579403053088,Савин,Ипполит,,73336987589.0,nazar03@example.com,,,,,,,18:25:38,,,
0.0,2017.6298131692868,Жданов,Варвара,Арсеньевич,70304247445.0,azari2012@example.com,,1941-02-09,,,666952389106.0,,18:7:12,,,
0.0,2011.460412394623,Коновалов,Валерия,,79421322494.0,ershovaagata@example.org,"к. Тымовское, наб. Крылова, д. 3 стр. 671, 628740",1955-06-14,,0.0,,,5:43:53,,59.0,92.0
0.0,2017.9330713146503,Муравьев,Глафира,Аскольдовна,75604342224.0,lukjan_1992@example.org,,1976-11-22,,,,612606.0,,,,
0.0,2010.588801549328,Ларионова,Ростислав,,70890183643.0,spiridon_14@example.com,,1999-05-05,https://t.me/oarhipov,,,,,,3.0,
0.0,2010.3497379813168,Сафонов,Никифор,,71507540542.0,solomonpavlov@example.org,,1965-05-01,,50.0,,,3:18:31,,,
0.0,2010.1940077466395,Никонова,,,82479517936.0,karlemeljanov@example.org,,1970-05-25,,,,,20:32:41,,15.0,
0.0,2016.46314650262,,Алексей,,79734580294.0,ivanna77@example.net,,1989-08-25,,,,,,m,,
0.0,2013.5382775119615,,Поликарп,Фомич,87253667038.0,,"п. Чулым, пр. Металлургов, д. 2/2, 105100",,,7.0,,,1:46:41,m,,
0.0,2017.06015037594,Бобылев,Потап,,74828463911.0,shchukinserafim@example.com,"с. Качканар, наб. Флотская, д. 48 к. 8, 114737",2006-12-15,,,,,,f,,
0.0,2018.0136705399864,,,,,,"к. Шатура, бул. Сахалинский, д. 69 к. 6/3, 014120",,https://t.me/dmitri_91,,,,,f,,51.0
0.0,2013.8634085213032,Богданова,Милен,Авдеевич,85839111698.0,larisa_1985@example.com,,,,30.0,,,,,,
0.0,2018.0574162679425,Тимофеев,Василиса,,82793176795.0,lev_2004@example.net,"г. Верхотурье, наб. Новостройка, д. 94 стр. 52, 770352",,,,,,,,,
0.0,2015.1298131692868,,,Всеволодович,87509979218.0,,,1993-07-08,https://t.me/tgavrilov,26.0,,720337.0,17:26:20,,,
0.0,2013.9740829346088,Фомичев,Любомир,,77759527956.0,,"ст. Анива, наб. Карбышева, д. 227 стр. 609, 130579",1976-07-24,https://t.me/kudrjashovnikola,,,,15:49:10,,94.0,88.0
0.0,2021.852472089314,Маркова,Никифор,,78500163631.0,,,2006-08-23,,,,,10:28:42,f,45.0,
,2017.8046821599453,Богданова,Дмитрий,,82744753284.0,osisoeva@example.net,"г. Жигулевск, алл. Алтайская, д. 2/9, 321378",1989-05-25,,16.0,490498621593.0,,,,50.0,
0.0,2013.1134085213032,,,Трифонович,73881565743.0,,"д. Сасово, пер. Партизанский, д. 63, 461195",,,19.0,,,0:37:42,f,52.0,
0.0,2012.9768170426064,Овчинникова,,,73711858231.0,uljan_30@example.net,,1963-04-04,,30.0,,,3:56:26,,26.0,16.0
0.0,2014.7882775119615,Беспалов,Борис,,75400825323.0,nazarovaija@example.com,"с. Заводоуковск, ш. Локомотивное, д. 8 к. 800, 488284",1951-02-10,,,,228010.0,,,78.0,
0.0,2015.4330713146503,Михеев,Спиридон,,82534558963.0,marina_1972@example.net,"клх Октябрьский (Башк.), ул. Правды, д. 2/1 стр. 881, 249659",,,,702540725739.0,,,,9.0,
0.0,2020.0136705399864,Игнатьева,Архип,,88023044858.0,petuhovaanastasija@example.net,,1982-08-04,,4.0,,,,f,,82.0
0.0,2015.6079403053088,Ефремова,,,83787528754.0,,"к. Сосновый Бор, ш. Дальневосточное, д. 700 стр. 682, 162059",,,,767345415871.0,,5:2:46,,48.0,4.0
0.0,2015.6994759626336,Блинов,Парфен,,71579629385.0,nazar_33@example.com,,1959-08-09,,,,,6:45:44,f,,
0.0,2021.404420141262,Силина,Ефрем,,87670542910.0,koshelevkirill@example.org,"с. Дзержинск, бул. Пионерский, д. 4 стр. 3, 186656",1984-09-07,https://t.me/ernest1989,,,,,f,8.0,41.0
0.0,2024.180337206653,Потапов,,,74535046227.0,pahomovharlampi@example.org,,,https://t.me/andronik16,17.0,,,,,,
0.0,2018.3360674413304,Моисеев,Викентий,Семеновна,82160519149.0,avtonom_75@example.org,,,,,477950506316.0,,12:39:37,,,60.0
0.0,2011.7855434039643,Николаев,Твердислав,,76504224350.0,pankrat53@example.com,"д. Орехово-Зуево, пр. Кубанский, д. 9, 060491",,https://t.me/izot_56,8.0,,,5:22:34,m,75.0,
0.0,2020.088801549328,Михайлов,Харлампий,,84450031060.0,,,,,,518192041098.0,,9:39:21,,81.0,57.0
0.0,2019.9658806106172,Наумов,Яков,Аскольдовна,71681189684.0,iljavasilev@example.net,"г. Усмань, пр. Сельский, д. 755 стр. 5/9, 769645",,,4.0,,,,f,15.0,
0.0,2016.221348826612,Евдокимов,,,75083631348.0,izmailfilippov@example.org,,1951-05-17,,,,,,,73.0,78.0
0.0,2015.110674413306,Князева,,,89010867985.0,kirillovviktor@example.org,"г. Коломна, наб. Поселковая, д. 3 стр. 20, 328540",,,,,,23:30:56,m,28.0,94.0
0.0,2024.6994759626336,,Андрон,Елизарович,,,,,https://t.me/karl32,,,,8:47:55,f,,
0.0,2011.9686147186148,Мельникова,Аким,,82492701591.0,gordeevaljubov@example.com,"к. Ачинск, ш. Глинки, д. 80 к. 965, 741568",1931-06-11,,,,,14:49:17,m,,
0.0,2013.3880154932783,Савин,Изяслав,,71573553934.0,kalashnikovaanna@example.org,,,,32.0,,,7:30:24,f,6.0,
0.0,2020.669400774664,Шестакова,Мирослав,,73966672619.0,,,1950-09-12,https://t.me/potapovkim,6.0,,985038.0,1:41:48,f,14.0,
0.0,2012.5382775119615,,Аскольд,,,braginalora@example.org,"г. Нефтегорск (Самар.), бул. Осипенко, д. 1/9, 526539",,,,,,0:30:58,,,5.0
0.0,2021.1079403053088,Белоусов,Аким,Гордеевич,75170832689.0,vjudina@example.com,"п. Тавда, ш. Сельское, д. 59, 466145",1993-02-09,,44.0,,,,,15.0,
0.0,2024.2322852586008,Лазарева,Филарет,Матвеевна,72010644397.0,,,1994-02-08,,,,,,f,,
0.0,2017.1434837092727,Громова,Всеволод,Фомич,,agafon1990@example.org,"клх Кашира, ул. Окружная, д. 38, 921565",1986-04-18,,,,,,m,,
0.0,2016.0860674413304,Елисеева,Панфил,,,koshelevjuri@example.net,,1941-03-26,,,,,13:48:51,m,55.0,10.0
0.0,2020.016404647984,Шубина,Куприян,,85218322920.0,,,1987-05-26,,,,,,,37.0,
0.0,2021.5738209159265,,Прасковья,,70672930590.0,rusakovosip@example.com,,1990-09-11,,13.0,,,,m,,
0.0,2015.4822852586008,,,,89203627708.0,kir37@example.net,,1967-03-07,,38.0,,,,,,
0.0,2022.124344953292,,Прохор,,70326259467.0,wefremov@example.com,"д. Киров (Вятка), ш. Ольховое, д. 81, 360899",1979-01-11,,,,,9:54:55,m,,
0.0,2018.7268170426064,,Андроник,,84853088707.0,tatjana_64@example.net,"п. Боровск, пр. Мичурина, д. 181, 302515",1948-03-14,https://t.me/miroslav_2022,28.0,,,10:57:43,m,,
0.0,2012.471348826612,Попов,Эрнест,,71036300586.0,evpraksija_26@example.org,,,,,,,22:40:21,,73.0,
0.0,2024.3661426293004,Савина,Анастасия,Викторовна,79445329294.0,valentinzaharov@example.org,,1931-05-22,,46.0,188724886369.0,,,m,,
0.0,2024.8661426293004,Кошелева,Ладимир,,87137058391.0,juri_1990@example.com,,1987-03-21,,,,,22:31:24,f,,
0.0,2017.8688767372976,Лихачев,Лев,,72809885160.0,anisimkomarov@example.com,,,,26.0,,760781.0,6:7:32,,,
0.0,2022.871610845295,,Радован,,75997276875.0,kozlovanatoli@example.com,,1999-07-28,,,,,,,71.0,21.0
0.0,2024.946741854637,,Рубен,Жоресович,80068393612.0,ermola27@example.com,"к. Кашира, ш. Студенческое, д. 9/6 к. 1, 367309",,,34.0,,,11:21:47,,97.0,
0.0,2010.7964798359533,Рыбаков,Всеволод,Власович,70613587859.0,,,1985-02-05,,,41937655053.0,,21:40:9,,,
0.0,2024.6188767372976,Симонова,Маргарита,,85434792060.0,zinaida_2017@example.org,"ст. Барнаул, пр. Кошевого, д. 8/8, 067324",1947-07-06,,,,303398.0,18:11:50,,,
0.0,2022.2992139439507,Маслов,Аполлон,,73025765767.0,radislav_41@example.org,,1971-02-28,,23.0,,,1:5:8,m,43.0,
0.0,2011.7746069719756,Никонова,Михаил,Дмитриевна,74826769521.0,konstantin_02@example.org,"с. Лагань, пер. Большевистский, д. 7/6 к. 287, 395198",1969-05-18,,9.0,,,,,,
0.0,2022.008202323992,,Маргарита,,89466965920.0,beljaevvseslav@example.com,,1983-08-03,,38.0,,,,,6.0,18.0
0.0,2010.398951925268,,,Яковлевна,85621058882.0,tretjakovanadezhda@example.net,,,,24.0,,,20:40:9,,,
0.0,2022.312884483937,Рыбаков,Мартьян,,74819196141.0,paramon_54@example.com,"п. Ульяновск, пр. Придорожный, д. 1 к. 4, 005898",1982-07-16,,,304098038705.0,,,,,
0.0,2013.8934837092727,,Харитон,,88515251587.0,tatjana1970@example.org,"д. Ступино, пер. Союзный, д. 5/6, 196247",1936-05-25,,,,,,,22.0,
0.0,2020.0464798359533,Суворов,Соломон,,72558140333.0,panfilovvlas@example.com,,1993-07-19,,,319890125343.0,,,m,,
0.0,2019.791011619959,Кошелев,,,,julija_18@example.org,"к. Чехов, пер. 40 лет Победы, д. 904, 136456",1985-06-21,,20.0,,,,,,94.0
0.0,2016.6748689906583,,,,73223096735.0,budimir_28@example.org,"д. Стерлитамак, пер. Амурский, д. 12, 965141",1992-11-16,,17.0,,,,f,,1.0
0.0,2013.5738209159265,,Вениамин,,76240681735.0,,"ст. Кингисепп, пр. Калужский, д. 6/9 к. 7/4, 374178",,https://t.me/kornilovalarisa,,,,9:49:21,,39.0,10.0
0.0,2020.7432216905904,Сорокина,Сидор,Николаевна,74094112699.0,,"клх Рославль, ул. Калинина, д. 9/8 к. 66, 084589",1953-03-09,,,,,,,,
0.0,2018.360674413306,,Вера,,77620190358.0,askoldsavin@example.com,,,https://t.me/evdokija88,27.0,,,4:43:16,,59.0,
0.0,2024.1462178172703,Рябов,Осип,,72422198097.0,,"с. Черемхово, пр. 8-е Марта, д. 6 стр. 836, 584353",1932-08-03,,,,,5:32:41,,,
0.0,2021.5273410799728,Маслов,Милий,Харлампович,77843604979.0,mironovnatan@example.net,"г. Соль-Илецк, пр. Пожарского, д. 9/5 к. 8, 098342",2005-05-03,,,,,3:26:2,,,75.0
0.0,2016.0464798359533,Рябова,Ираида,,,viktorin75@example.org,"п. Середниково, пер. Горняцкий, д. 7/1 стр. 1/1, 806796",1986-11-22,https://t.me/pankrati2021,,70638397224.0,,,,,
0.0,2019.648951925268,Шашков,,Дмитриевич,78827830052.0,gordekonstantinov@example.com,,2006-11-14,,,809266014656.0,,21:17:54,f,,
0.0,2018.71314650262,Федосеева,Селиверст,,73147836686.0,kpotapov@example.com,"п. Соболево, пер. Водников, д. 7, 897789",1936-03-21,,,,,14:55:29,,,
0.0,2012.9071542492595,Матвеева,Анатолий,,86930383242.0,gostomisl10@example.com,"с. Яшкуль, бул. Курортный, д. 116 к. 6, 084205",,,,,,,,,
0.0,2013.6134085213032,Симонов,Венедикт,,,hariton_28@example.org,"ст. Нефтеюганск, ш. 9 Января, д. 712, 433183",1959-12-27,,,,,16:34:25,m,41.0,
0.0,2014.4932216905904,Беляков,Жанна,,86059095363.0,makar_07@example.com,,,,,,,22:2:42,f,54.0,
0.0,2018.588801549328,Панов,Изяслав,Яковлевна,,,"п. Кириши, ул. Солнечная, д. 6/4, 488675",1937-07-12,https://t.me/petr_1976,37.0,,,8:29:33,f,,
0.0,2011.2636705399864,Емельянова,Пантелеймон,Филатович,84033741761.0,mariangolubev@example.org,"г. Оренбург, алл. Королева, д. 88 к. 68, 015177",1939-05-05,,14.0,,,,f,4.0,
0.0,2013.4932216905904,Сазонов,,,82111115653.0,alekseevsila@example.org,"клх Анива, пр. Инженерный, д. 7/1, 080463",,,,,452434.0,10:36:59,f,,
0.0,2019.4071542492595,,Митофан,Игнатьевич,71210124334.0,olimpiada_81@example.com,"клх Белый Яр (Томск.), пр. Ушакова, д. 7, 586923",2001-02-07,,19.0,,,17:39:8,m,41.0,
0.0,2011.9822852586008,,Яков,Гурьевич,,rblinov@example.com,,1941-11-10,,,,,19:19:43,,,
0.0,2017.7432216905904,Князев,Олимпий,,79154756790.0,filatovevlampi@example.net,,1947-04-06,https://t.me/sazonovavtonom,,,,20:17:15,,82.0,
0.0,2011.318352699932,,Нинель,,85388601690.0,dobroslav_1970@example.net,,,,,,,23:4:24,,52.0,90.0
0.0,2024.374344953292,Воронов,Арсений,,89943658129.0,levmatveev@example.com,,,https://t.me/silaprohorov,,,438642.0,3:43:54,,49.0,
0.0,2022.0492139439507,,,,73960823221.0,valentina1992@example.net,"п. Астрахань, алл. Калинина, д. 62, 732975",,,41.0,,,17:26:20,,,
0.0,2019.5464798359533,Лазарев,,Юльевич,86699230729.0,mironovavalerija@example.net,"ст. Истра, пер. Калужский, д. 65, 524803",,,,96632442117.0,,12:3:39,,49.0,
0.0,2023.9822852586008,Уварова,Татьяна,,77295906761.0,kabanovamargarita@example.net,,,,,,,11:28:11,f,,
0.0,2011.4576782866257,,Феофан,,85383800348.0,anikita16@example.com,"д. Дмитров, бул. Гафури, д. 4, 398754",1973-01-23,https://t.me/gedeonbikov,,198817866517.0,,,m,,72.0
0.0,2024.2022100706315,Сафонов,Радислав,,78175334873.0,bronislav2001@example.com,"с. Ишим, пер. Спартака, д. 1/9 стр. 5, 850787",,https://t.me/firs00,,,,,,,
0.0,2024.8934837092727,Константинова,,,81423825586.0,,"д. Сухиничи, ул. Лесхозная, д. 8 к. 55, 550496",1982-09-25,https://t.me/baranovafevronija,,,,1:8:56,,,
0.0,2017.710412394623,Дмитриев,Олимпий,,74278198978.0,maksimiljan1995@example.org,"клх Семлячики, ш. Тимирязева, д. 55 стр. 63, 906940",,,,956973449876.0,,19:26:32,f,,
0.0,2021.852472089314,Беляков,Аким,,,krasilnikovvasili@example.net,,1980-05-01,,,,,,,,
0.0,2022.5997379813168,Третьякова,Святополк,,82600328195.0,aleksandr73@example.com,"п. Уэлен, пер. Петровский, д. 9/6 к. 9/6, 135802",,,,,,17:52:6,,0.0,
0.0,2022.191273638642,,Леонтий,,77051524827.0,,,1935-06-28,,12.0,64948893729.0,,,f,,
0.0,2012.8497379813168,Емельянова,,,71671463741.0,vnazarova@example.org,"п. Петропавловск-Камчатский, пр. Фабричный, д. 530, 330902",,,31.0,,15184.0,0:16:11,,,
0.0,2016.016404647984,Соболев,Элеонора,,,panovippolit@example.org,"п. Верхнее Пенжино, пер. 9 Января, д. 29 стр. 9/1, 749563",1980-01-04,,,,,,m,,
